Commodity,PALLFNF,PEXGALL,PNFUEL,PFANDB,PFOOD,PBEVE,PINDU,PAGRI,PRAWM,PALLMETA,PMETA,PPMETA,PEXGMETA,PFERT,PNRG,POILAPSP,PNGAS,PCOAL,PALUM,PBANSOP,PBARL,PBEEF,PCOALAU,PCOALSA_USD,PCOCO,PCOFFOTM,PCOFFROB,PROIL,PCOPP,PCOTTIND,PFSHMEAL,PGNUTS,PHIDE,PIORECR,PLAMB,PLEAD,PLOGORE,PLOGSK,PMAIZMT,PNGASEU,PNGASJP,PNGASUS,PNICK,POILAPSP,POILBRE,POILDUB,POILWTI,POLVOIL,PORANG,PPOIL,PPORK,PPOULT,PRICENPQ,PRUBB,PSALM,PSAWMAL,PSAWORE,PSHRI,PSMEA,PSOIL,PSOYB,PSUGAISA,PSUGAUSA,PSUNO,PTEA,PTIN,PURAN,PWHEAMT,POATS,PSORG,PWOOLC,PWOOLF,PZINC,PLMMODY,PCOBA,PGOLD,PSILVER,PPALLA,PPLAT,PPROPANE,PUREA,PPOTASH,PDAP,PTOMATO,PMILK,PCHANA,PAPPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009M4,102.91,106.48,91.64,92.26,92.77,86.32,95.51,91.82,88.80,85.02,98.17,72.31,96.11,167.27,119.21,107.15,140.48,95.88,1431.81,897.79,111.02,115.50,66.27,62.61,2555.17,135.08,75.70,802.12,4436.93,56.78,1055.71,900.00,28.42,59.78,139.44,1393.91,149.83,283.13,168.80,8.60,6.47,3.49,11331.60,49.76,50.52,48.85,49.91,3087.67,0.81,693.21,57.83,85.67,577.25,73.77,4.80,815.68,314.67,6.12,349.57,787.30,374.47,13.47,21.77,929.05,277.41,11830.20,41.72,200.89,1.92,6.99,516.60,686.86,1388.14,,29165.11,890.20,12.51,226.73,1165.45,0.64,179.28,613.41,308.81,4.19,10.76,44.72,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009M5,111.77,115.99,96.41,98.32,99.12,88.92,100.93,97.65,93.10,89.48,104.04,75.40,101.68,156.57,133.98,122.67,146.31,92.68,1466.67,852.90,129.39,119.60,67.02,57.80,2483.48,150.49,75.57,901.37,4591.46,61.95,1117.44,916.67,27.55,62.69,143.13,1446.68,140.52,291.06,180.07,8.60,6.79,3.83,12720.08,58.03,57.50,57.33,59.26,3151.85,0.91,772.39,58.53,86.99,540.75,76.80,5.44,855.42,330.22,6.19,408.16,845.20,422.36,15.47,22.07,1043.81,288.00,13814.89,48.56,227.19,2.28,7.52,599.31,761.34,1492.52,,29794.95,928.64,14.03,229.14,1128.67,0.70,159.60,590.77,289.90,4.36,9.82,45.46,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009M6,120.51,125.57,98.06,97.16,97.75,90.16,109.06,96.44,91.60,96.28,116.00,77.21,112.88,148.58,152.98,142.93,146.70,100.77,1579.63,850.83,148.68,122.13,75.81,60.14,2700.37,149.78,73.78,910.48,5015.43,61.39,1164.08,957.73,28.87,71.66,153.37,1667.11,141.87,279.25,179.39,8.60,6.97,3.80,14944.36,68.70,68.58,67.85,69.67,3433.52,0.82,690.82,57.05,88.13,548.60,75.96,5.50,817.90,325.65,6.54,441.72,831.71,445.11,16.58,22.47,1115.55,287.14,15005.25,51.50,227.31,2.29,6.97,609.15,741.73,1556.77,,27447.08,945.67,14.65,245.48,1217.86,0.85,134.06,590.77,287.57,3.56,9.90,44.92,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009M7,116.33,121.02,97.57,93.65,93.95,90.18,116.13,93.45,92.08,100.31,125.69,75.77,120.90,139.53,143.46,134.41,132.22,102.48,1670.56,828.73,139.96,124.00,77.62,60.69,2791.35,140.90,71.68,857.40,5228.41,64.80,1222.51,966.09,35.42,83.95,154.13,1673.98,145.80,281.42,151.80,6.79,8.05,3.38,16017.39,64.88,64.90,65.52,64.21,3528.36,0.94,601.95,57.85,88.59,623.00,79.34,5.77,760.28,314.71,6.37,385.85,750.45,398.09,17.80,23.02,1021.87,337.65,13923.43,49.70,195.33,2.05,6.91,609.30,763.62,1580.86,,31916.30,934.23,13.36,248.63,1162.26,0.75,128.41,539.72,291.13,3.22,10.01,48.56,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009M8,122.80,128.09,100.64,92.40,92.32,93.39,131.73,92.87,96.01,111.19,145.93,77.60,139.60,115.45,154.87,147.92,126.31,105.35,1927.64,835.64,122.30,124.00,77.88,64.14,2956.66,149.76,72.35,875.75,6176.88,64.26,1295.40,980.00,43.92,97.67,155.77,1893.04,139.17,276.62,152.04,6.18,8.48,3.14,19375.93,71.80,72.59,71.76,71.06,3710.67,0.98,686.79,49.56,86.90,576.25,93.20,4.99,769.67,313.66,6.36,397.30,809.67,408.96,21.72,25.04,1078.90,328.38,14761.65,47.19,179.55,2.06,6.46,655.49,822.57,1818.01,,35064.37,949.38,14.35,276.60,1244.57,0.91,137.26,356.11,297.20,2.74,11.14,48.46,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009M9,119.11,123.56,98.76,91.13,90.64,96.92,123.89,91.94,97.41,107.69,134.42,81.85,130.22,115.47,148.56,138.85,124.63,99.88,1835.60,818.37,103.53,124.13,73.15,61.44,3142.86,148.51,73.82,856.85,6195.75,64.07,1362.82,990.91,56.30,80.71,154.61,2205.48,139.08,280.84,150.59,6.18,8.55,2.99,17404.64,68.15,67.51,67.55,69.40,3947.33,0.94,636.42,50.56,84.97,593.67,98.55,5.00,784.27,291.75,6.54,342.18,749.40,349.05,23.45,27.34,1021.41,374.41,14936.23,44.28,156.93,2.10,6.43,690.91,867.58,1879.15,,35726.74,996.59,16.39,293.32,1288.70,0.95,136.72,356.11,299.87,3.01,11.95,47.61,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009M10,126.63,131.50,102.25,93.86,93.41,99.18,129.31,94.77,100.91,112.69,140.59,85.71,136.23,113.10,161.89,149.67,140.82,103.67,1875.66,811.46,130.55,120.50,75.70,63.98,3372.50,154.57,73.51,885.83,6305.99,66.82,1463.87,1000.91,54.44,86.79,152.03,2227.69,148.61,276.62,167.28,6.45,8.75,4.00,18489.48,74.01,72.97,73.22,75.82,3930.53,1.08,636.56,50.90,82.88,566.25,106.69,4.81,805.10,288.24,6.51,328.54,797.62,354.86,23.16,28.37,1005.23,344.77,15037.41,46.11,163.73,2.46,7.21,743.59,944.85,2070.84,,32312.21,1043.16,17.24,322.07,1332.77,1.01,128.93,358.17,295.74,3.66,12.79,49.98,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009M11,131.50,136.16,106.76,96.23,96.09,97.92,136.26,97.41,105.33,119.90,148.56,92.19,143.85,119.40,167.28,155.40,135.76,110.01,1956.55,835.64,155.26,125.00,82.27,66.12,3384.13,152.21,69.48,923.98,6682.44,71.78,1557.80,1042.38,53.42,99.26,155.55,2303.44,126.46,271.97,171.69,6.45,8.56,3.68,16911.33,77.34,76.94,77.11,77.97,3954.23,1.13,674.33,54.13,82.14,566.25,115.71,5.01,821.06,309.83,6.52,337.63,854.24,370.71,22.77,29.46,1070.43,361.05,14966.14,44.75,177.61,2.59,7.53,756.80,953.95,2196.55,,37960.59,1127.04,17.82,351.81,1400.62,1.08,149.76,358.17,294.55,3.51,14.03,53.83,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009M12,134.08,138.96,109.88,98.04,97.81,100.75,143.28,99.66,110.63,124.05,156.26,92.91,150.85,125.79,169.08,151.70,160.21,116.63,2181.26,801.10,150.77,127.00,86.36,70.88,3517.54,157.94,69.61,920.23,6976.98,76.78,1692.45,1142.61,58.80,105.25,151.99,2326.26,142.46,264.83,164.61,6.45,9.16,5.34,17121.62,74.69,74.79,74.66,74.63,3850.54,1.29,727.60,61.85,82.16,606.00,127.23,5.05,795.96,321.87,6.54,345.58,867.40,379.30,24.90,31.53,1132.91,374.22,15588.69,44.44,171.16,2.56,7.55,780.40,970.08,2374.04,,37856.05,1134.72,17.67,370.96,1437.48,1.20,178.99,328.52,320.91,3.36,14.70,52.74,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010M1,139.84,145.53,113.17,98.64,98.53,99.90,155.13,100.56,113.53,131.40,171.66,92.48,165.24,124.07,178.42,158.36,176.02,138.32,2230.11,782.69,146.60,133.88,100.14,86.15,3522.10,158.66,69.94,915.63,7367.38,77.39,1748.38,1214.29,61.49,125.91,152.32,2352.15,141.02,258.22,167.34,7.59,9.34,5.82,18405.55,77.10,76.60,76.27,78.42,3722.44,1.37,742.00,67.34,82.99,598.00,139.79,5.15,792.44,314.61,6.49,325.85,838.37,358.97,21.91,29.91,1113.62,338.67,17710.20,43.83,167.82,2.47,7.34,840.73,1003.22,2414.66,,40702.42,1117.96,17.79,432.14,1557.90,1.31,183.85,291.79,353.08,3.75,14.39,51.02,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010M2,136.57,142.09,111.78,98.25,98.40,96.49,152.09,100.25,113.83,128.04,167.30,90.08,160.62,126.41,172.42,156.00,167.90,134.28,2053.27,790.75,137.30,141.75,98.16,82.78,3276.55,157.86,67.88,900.99,6867.68,80.05,1709.79,1218.00,61.91,127.62,147.78,2125.78,150.40,252.76,161.91,7.59,9.01,5.32,19060.55,74.65,73.90,73.73,76.31,3484.17,1.37,754.32,66.18,83.25,584.75,141.87,5.54,781.00,306.27,6.38,303.66,840.40,344.66,21.98,29.62,1091.40,332.35,16352.30,42.10,160.16,2.30,6.99,814.06,972.81,2158.80,,41508.01,1095.41,15.87,425.75,1520.35,1.28,196.58,275.83,364.65,3.90,14.27,47.95,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010M3,141.52,147.44,116.95,100.80,101.22,95.80,164.88,103.15,119.05,136.89,183.10,92.21,175.46,128.99,177.04,167.56,155.24,135.87,2210.53,842.54,147.06,152.10,100.10,83.05,3089.65,164.50,67.25,909.80,7466.93,85.79,1793.86,1200.00,66.43,139.77,142.38,2162.68,155.42,249.84,158.93,7.59,9.17,4.29,22467.17,79.64,79.52,78.16,81.24,3349.50,1.46,793.90,70.93,83.96,540.13,151.44,5.99,790.10,315.50,6.17,292.60,869.29,348.95,18.15,27.73,1105.22,332.61,17509.13,40.91,156.46,2.17,7.02,847.37,1003.86,2277.26,,37414.14,1113.34,17.11,461.46,1599.43,1.14,212.51,257.30,371.16,4.70,13.07,48.04,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010M4,149.32,155.80,124.08,103.45,103.83,98.94,184.49,106.40,126.40,150.72,207.59,95.74,198.19,126.21,185.83,178.59,158.45,144.40,2314.28,828.42,151.71,164.75,104.96,89.56,3221.24,169.39,71.64,907.87,7729.84,88.08,1961.11,1202.73,68.87,172.47,144.95,2272.15,162.32,246.04,157.27,8.35,9.34,4.03,26028.50,84.31,85.16,83.28,84.50,3292.57,1.33,798.53,77.57,85.24,502.23,179.09,6.48,820.21,303.62,6.69,308.05,868.01,357.64,16.89,26.15,1132.77,313.59,18634.60,41.33,156.83,2.11,6.78,817.97,991.83,2367.50,,42039.98,1148.69,18.10,529.41,1710.50,1.14,203.64,258.85,366.93,5.03,12.88,49.53,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010M5,140.45,145.42,119.07,100.17,100.36,97.98,169.13,103.25,124.08,142.45,187.03,99.36,179.56,126.26,171.38,163.73,159.28,147.42,2044.71,872.47,142.95,157.75,107.94,90.72,3165.76,173.37,70.72,861.85,6843.16,90.07,1907.78,1230.00,66.93,161.35,138.19,1876.79,159.05,253.66,163.24,7.87,10.04,4.14,21930.00,75.37,76.13,76.13,73.84,3011.23,1.40,775.57,85.28,86.48,472.48,166.91,6.32,836.47,306.98,6.72,305.74,832.66,349.05,15.11,25.33,1102.52,286.14,17565.03,41.30,158.33,1.96,6.68,764.18,919.43,1969.79,36637.50,40474.35,1205.43,18.42,490.76,1624.86,1.08,203.33,259.36,368.00,4.23,13.31,46.66,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010M6,137.72,142.13,114.34,96.92,96.37,103.43,157.22,100.37,123.69,135.14,170.55,100.91,164.56,118.97,171.55,164.05,166.00,146.48,1929.41,964.84,145.97,144.81,104.48,92.68,3230.83,190.90,76.92,876.05,6501.50,91.68,1817.13,1189.09,70.02,143.63,138.06,1707.28,162.70,260.84,152.87,8.06,9.28,4.80,19411.30,74.95,75.25,74.24,75.35,2925.80,1.41,764.91,78.72,87.17,458.55,161.74,5.95,841.09,307.15,6.98,314.32,820.99,348.51,16.30,27.61,1090.32,262.36,17257.73,40.78,149.21,2.39,5.94,762.81,919.52,1746.51,32144.50,38947.73,1232.92,18.45,462.14,1553.23,1.04,177.91,262.65,368.00,3.36,13.54,45.59,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010M7,137.81,142.59,114.93,102.53,102.01,108.70,151.66,104.79,120.10,130.44,164.21,97.80,158.64,113.31,170.91,159.84,166.10,143.54,1989.05,987.07,156.36,145.39,102.86,90.39,3229.55,203.21,85.27,945.75,6750.57,84.15,1705.03,1180.00,74.79,126.36,143.14,1843.97,156.67,274.91,163.92,8.48,9.09,4.63,19548.52,74.82,75.20,73.09,76.18,2934.73,1.44,774.50,78.80,87.82,470.68,148.51,6.31,871.18,313.71,7.12,335.09,836.74,370.98,17.69,29.21,1094.77,259.18,18206.52,41.94,182.74,2.55,6.39,779.24,918.35,1847.03,31220.45,38062.50,1192.97,17.96,455.80,1525.59,1.01,158.66,263.48,369.76,3.77,13.73,47.78,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010M8,141.67,146.68,120.69,104.90,104.49,109.73,165.38,107.20,122.79,140.33,182.31,99.73,175.04,130.67,172.01,160.93,161.62,137.29,2110.44,896.53,161.03,152.50,96.85,87.87,3071.71,211.59,82.70,1012.84,7302.67,90.35,1673.83,1210.91,72.63,145.34,147.00,2082.80,142.25,294.67,175.60,8.57,8.85,4.31,21448.79,76.02,76.89,74.54,76.62,3087.55,1.39,865.23,83.15,87.79,486.86,150.42,6.44,892.18,320.19,7.36,339.14,895.28,379.46,18.60,31.00,1140.05,315.09,20733.07,46.06,219.88,2.72,7.26,788.43,935.59,2047.48,33895.48,38464.76,1215.81,18.36,488.61,1540.59,1.07,201.48,284.06,386.91,3.23,15.07,48.48,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010M9,144.41,149.23,125.35,109.63,109.58,110.24,168.87,112.14,129.11,144.04,184.67,104.76,178.18,141.42,171.98,160.66,156.11,138.17,2171.24,883.98,168.20,152.50,100.12,85.98,2874.98,222.71,81.28,1031.51,7729.59,104.73,1632.19,1272.27,72.90,140.63,147.03,2192.85,150.62,310.91,205.84,8.49,8.98,3.89,22690.14,76.34,77.94,75.81,75.27,3068.01,1.50,884.89,81.93,87.75,519.95,160.24,6.20,875.96,321.74,7.26,334.06,929.65,390.23,22.67,35.22,1195.18,337.18,22694.36,46.67,240.43,3.25,8.39,791.25,988.23,2150.94,33943.18,41186.36,1270.98,20.55,538.36,1591.75,1.13,234.55,277.89,409.07,3.59,16.17,49.03,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010M10,152.19,157.25,131.76,113.28,113.46,111.17,179.48,116.63,139.30,152.67,195.45,111.31,189.19,156.06,181.75,167.60,153.65,144.90,2342.18,921.80,174.61,154.75,103.21,91.82,2927.45,217.44,85.12,1149.25,8289.76,126.55,1665.71,1296.19,75.21,148.48,149.51,2383.55,157.33,316.36,235.70,8.64,9.52,3.43,23793.68,81.89,83.34,80.44,81.90,3093.28,1.51,935.22,71.15,86.72,532.38,178.02,6.37,880.17,314.31,7.57,353.75,1034.85,427.18,26.94,34.74,1304.14,339.86,26237.10,48.83,234.60,3.61,9.12,856.10,1084.72,2373.56,32882.14,38897.62,1342.02,23.39,591.57,1688.69,1.23,277.35,275.83,435.49,3.75,16.80,52.69,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010M11,157.08,162.44,135.41,114.81,114.68,116.32,187.39,119.15,148.58,158.03,202.82,114.72,197.08,159.62,188.43,173.79,160.00,160.57,2324.05,909.09,179.12,156.50,112.58,103.39,2910.31,233.51,91.99,1243.95,8458.42,155.47,1662.63,1300.00,71.26,160.55,150.75,2364.98,161.63,313.32,238.24,8.71,10.00,3.71,22836.23,84.47,85.80,83.46,84.15,3081.94,1.56,1059.01,63.48,85.73,543.14,195.32,6.06,901.45,276.87,7.36,376.04,1123.30,459.96,26.42,38.09,1395.77,331.68,25403.09,57.16,241.84,3.55,9.22,879.70,1168.93,2283.30,33562.73,37104.77,1369.89,26.54,683.59,1692.77,1.25,286.58,280.46,436.18,3.80,15.71,54.14,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010M12,166.15,172.34,142.33,121.88,121.86,122.10,197.82,126.63,158.72,164.62,213.36,117.49,207.65,160.81,200.60,188.71,166.87,177.97,2356.67,900.49,189.60,173.03,123.79,115.51,3047.06,249.44,94.06,1385.48,9152.86,168.22,1593.21,1359.13,71.25,168.53,146.35,2413.20,160.77,306.54,250.63,8.73,9.95,4.25,24099.57,90.19,91.96,89.23,89.37,3003.96,1.63,1171.22,68.81,85.33,536.78,215.28,6.90,896.99,315.18,7.21,387.51,1208.33,483.76,28.04,38.00,1466.26,352.13,26103.86,60.63,274.46,3.84,10.05,884.31,1266.17,2287.32,34754.05,37616.67,1390.55,29.35,755.09,1711.39,1.30,286.79,291.47,428.79,4.12,13.90,54.14,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011M1,172.46,179.67,147.24,126.03,125.78,129.01,209.88,131.91,171.70,169.21,225.06,115.21,218.17,162.58,208.93,193.31,177.46,195.96,2439.70,949.42,195.12,185.63,140.99,122.87,3164.48,263.77,101.09,1441.42,9533.20,178.93,1607.46,1568.57,76.11,179.63,147.57,2583.98,182.71,315.32,265.29,9.19,10.81,4.49,25621.23,93.06,96.95,92.70,89.52,2989.80,1.76,1238.57,75.04,85.00,528.38,250.36,6.80,907.78,306.92,7.62,412.07,1257.14,511.10,29.74,39.67,1528.95,368.10,27439.35,63.88,295.99,3.88,11.17,1003.42,1549.40,2375.81,37058.50,39212.50,1356.40,28.40,793.29,1785.43,1.35,286.68,302.59,431.14,3.72,13.43,56.23,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011M2,178.72,186.49,152.94,130.25,129.50,139.03,221.14,137.56,187.06,175.07,234.69,117.43,227.71,167.17,216.00,200.97,176.70,187.41,2515.26,1013.12,196.37,183.73,134.62,117.71,3471.10,288.39,109.35,1419.27,9880.94,213.18,1612.82,1600.00,78.73,187.18,150.32,2595.58,166.49,328.63,293.40,9.14,11.89,4.09,28412.18,97.77,104.24,99.66,89.41,3054.10,1.73,1248.55,83.22,85.26,532.80,280.79,6.98,927.81,292.50,7.49,410.16,1268.35,512.05,29.31,40.37,1591.50,349.75,31619.65,65.00,317.60,4.03,12.04,1059.59,1633.11,2473.45,38044.75,39777.75,1372.73,30.78,821.35,1825.90,1.38,298.50,308.76,431.90,3.85,16.38,57.80,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011M3,184.77,192.76,150.84,129.38,128.35,141.54,210.75,136.41,183.97,170.99,221.39,122.27,217.02,171.49,233.84,220.81,176.28,191.07,2555.50,994.17,202.53,187.72,135.97,121.19,3392.97,292.07,118.13,1416.70,9503.36,229.67,1755.65,1600.00,83.06,169.36,152.53,2624.02,165.80,334.76,290.43,9.12,12.18,3.97,26710.35,108.63,114.92,108.04,102.94,3098.50,1.68,1142.23,84.64,86.06,508.96,245.78,7.30,929.22,283.85,7.73,393.93,1245.10,498.74,25.90,36.11,1576.96,330.65,30590.93,63.50,285.38,3.54,12.07,1209.44,1702.98,2341.48,36733.91,38264.13,1424.01,35.81,762.00,1770.17,1.40,310.19,312.88,433.77,4.10,19.21,54.52,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011M4,194.27,202.90,155.24,133.27,132.69,140.10,215.48,140.14,186.64,176.63,226.95,127.98,223.98,173.53,250.73,233.93,196.68,190.10,2667.42,1010.59,208.70,193.00,131.53,124.02,3113.51,300.48,117.40,1446.91,9482.75,216.62,1760.73,1600.00,89.23,179.26,154.08,2719.35,181.93,343.50,318.94,10.03,14.41,4.24,26332.17,116.43,123.33,115.82,110.15,3226.28,1.69,1123.79,92.06,86.41,500.57,265.49,7.84,946.21,274.18,7.89,388.22,1279.14,501.47,23.90,35.76,1691.76,325.33,32347.69,57.82,307.25,3.83,13.14,1309.26,1743.67,2371.48,37226.39,37023.61,1473.81,41.97,770.21,1797.90,1.46,304.21,340.67,430.12,4.60,16.71,50.38,3.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011M5,186.91,194.37,151.05,130.71,129.96,139.60,204.21,135.52,168.08,172.84,218.57,128.64,214.77,172.10,238.79,217.44,203.63,184.76,2587.21,1022.10,208.72,184.11,127.96,120.42,3070.77,291.07,121.98,1415.51,8931.68,165.52,1590.95,1659.09,86.97,177.10,154.33,2419.64,187.27,385.25,308.58,10.02,15.75,4.31,24164.55,108.15,114.93,108.23,101.30,3164.79,1.80,1143.44,92.45,86.56,500.55,232.07,7.43,958.13,286.21,8.12,388.26,1255.67,498.77,21.84,34.20,1701.18,327.68,28571.40,56.06,307.19,3.53,11.82,1302.51,1792.97,2159.60,36715.00,38157.50,1510.44,36.75,738.95,1786.55,1.52,298.60,344.44,426.22,4.20,16.48,51.96,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011M6,184.91,191.98,149.41,128.39,127.85,134.72,200.92,133.43,167.55,171.21,214.19,129.66,210.63,178.59,236.27,212.97,208.81,183.60,2557.76,986.31,210.17,178.36,128.36,118.55,3015.64,274.98,117.95,1404.24,9066.85,164.93,1508.00,1776.36,84.04,170.88,153.14,2524.99,185.07,417.56,310.54,10.00,16.29,4.54,22420.93,106.03,114.37,107.43,96.29,3097.34,1.88,1075.91,94.55,86.95,518.09,223.80,6.30,973.16,292.58,7.73,391.54,1250.06,499.77,24.92,35.12,1700.86,334.05,25519.68,55.40,285.30,3.64,12.34,1385.67,1865.44,2234.47,34995.45,36019.32,1528.66,35.80,770.25,1768.50,1.52,308.49,358.99,445.05,3.77,18.89,56.52,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011M7,187.90,194.90,150.71,127.54,127.03,133.65,202.71,131.94,161.70,175.55,219.01,133.52,215.62,193.97,241.70,218.55,216.50,182.27,2525.43,964.22,215.46,177.76,128.99,116.27,3167.18,268.02,112.73,1393.95,9650.46,149.25,1469.08,1683.34,84.05,172.98,152.24,2681.02,167.33,430.49,300.83,11.20,16.29,4.42,23847.95,108.50,117.48,110.95,97.08,3072.00,1.98,1033.57,96.92,87.34,546.19,214.64,5.63,969.42,307.40,7.75,389.29,1242.10,501.83,29.47,37.89,1676.43,356.14,27398.10,52.79,271.46,3.50,12.30,1358.23,1775.96,2397.75,32240.48,35113.10,1572.81,37.92,788.74,1759.76,1.53,345.83,379.78,457.37,3.39,21.07,63.93,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011M8,183.20,188.01,151.51,127.01,126.51,132.98,196.14,130.35,152.98,179.73,213.30,147.28,211.33,197.71,229.03,201.09,217.32,182.62,2380.98,960.25,206.66,180.85,127.46,118.12,3064.31,270.44,112.07,1356.65,8997.99,114.10,1455.06,1819.88,85.03,177.45,153.80,2393.06,166.49,450.03,310.31,11.11,17.70,4.05,21864.68,100.53,110.35,104.91,86.33,3118.70,1.75,1047.51,103.02,88.12,577.30,212.11,5.38,973.60,318.67,7.94,393.80,1225.27,501.42,28.87,39.61,1666.04,358.17,24056.73,50.68,288.69,3.52,12.30,1248.45,1655.59,2199.24,32592.73,35931.36,1755.81,40.30,762.98,1804.70,1.53,349.03,397.28,459.77,2.91,21.51,66.77,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011M9,180.70,185.08,147.10,121.51,120.79,130.03,190.24,125.17,149.92,176.26,206.27,147.25,204.01,196.19,229.29,205.52,215.54,182.79,2293.46,945.50,210.63,175.93,130.56,115.50,2873.88,274.88,106.06,1310.84,8300.14,116.88,1346.90,1837.73,80.74,177.23,147.54,2287.67,160.73,453.63,296.30,11.11,17.78,3.89,20377.59,100.77,111.96,104.70,85.65,3013.48,1.64,995.18,88.55,88.97,615.55,206.45,4.78,952.68,304.86,7.94,381.85,1218.86,490.91,26.64,39.28,1672.77,362.27,22526.60,51.98,272.34,3.45,13.10,1170.50,1593.20,2075.22,31636.36,34529.55,1771.85,38.15,708.95,1748.11,1.56,350.52,386.98,453.31,2.94,19.02,72.38,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011M10,174.85,179.54,138.30,118.23,118.08,119.95,171.29,121.33,142.33,159.24,182.79,136.46,180.13,195.67,227.72,204.49,218.13,177.13,2180.65,956.33,208.68,174.28,127.91,110.64,2680.05,247.82,98.10,1268.97,7394.19,110.61,1352.34,1829.29,81.22,150.43,147.53,1960.38,154.48,435.86,274.85,12.11,17.60,3.56,19039.05,100.15,110.43,103.62,86.41,3013.00,1.70,914.44,92.48,89.00,602.14,184.21,4.26,954.18,312.69,7.99,347.45,1126.77,446.02,26.30,38.20,1565.19,357.14,21868.64,52.34,251.59,3.34,11.96,1053.65,1431.33,1871.42,28857.14,30607.19,1665.21,31.97,616.45,1535.19,1.47,350.77,386.98,444.75,3.45,17.91,66.76,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011M11,176.81,181.06,137.07,118.03,118.08,117.48,163.00,119.88,132.35,158.47,175.18,142.32,173.97,192.94,234.30,215.40,214.82,168.94,2079.98,959.32,211.37,186.68,122.75,104.83,2527.43,245.09,97.24,1280.65,7581.02,104.68,1402.34,1860.66,76.83,135.54,142.43,1994.22,166.38,403.26,274.28,12.02,17.89,3.26,17873.00,105.02,111.16,106.80,97.11,3031.80,1.80,985.77,85.70,89.21,609.09,152.95,4.23,892.75,315.20,8.11,329.09,1118.32,428.83,24.52,38.11,1554.77,351.27,21291.70,53.19,244.54,3.17,12.08,1133.17,1469.25,1935.32,29768.18,28690.91,1738.98,33.08,628.23,1596.98,1.46,341.37,390.28,439.90,3.57,18.91,67.86,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011M12,173.42,178.06,133.24,114.98,115.17,112.67,161.59,116.67,128.13,154.52,174.89,134.82,172.44,179.23,231.53,215.65,214.91,165.01,2024.38,946.76,212.22,190.09,118.18,103.97,2200.61,236.30,98.76,1244.43,7558.88,95.45,1369.68,1853.53,71.69,136.46,134.34,2024.56,166.17,387.86,258.52,12.11,18.05,3.16,18246.04,103.77,108.35,104.39,98.57,2867.08,1.70,969.07,83.76,89.83,580.91,153.52,4.55,888.44,296.67,7.97,320.68,1103.04,420.05,23.42,36.56,1535.64,333.36,19386.91,52.18,236.06,3.07,11.63,1167.98,1438.64,1911.15,29425.00,30808.75,1652.31,30.41,640.84,1454.59,1.39,303.94,391.10,405.70,3.30,18.58,62.37,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
